"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","1","","EvalSuite","","","","TestEval","Test Eval() on a series of strings that contain arithmetic expression"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestGetSupportedLanguages","Test GetSupportedLanguages returns at least 2 languages"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","HelpersSuite","","","","TestGetPwdDirPathWithEmptyEnv","Check if getPwdDirPath() returns error when APPROOTDIR is empty"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","LanguageSuite","","","","TestString","Test String() for LanguageCode EN and RU"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestGetLanguageCodeLANGUAGE","Test getLanguageCode with LANGUAGE env"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","HelpersSuite","","","","TestGetPwdDirPath","Check if getPwdDirPath() returns correct root path"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestInit","Test Init: loading environment, initializing translations and checking basic translations"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","LanguageSuite","","","","TestLanguageT","Test Language.T() for EN and RU returns expected strings"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestSetCurrentLocale","Test SetCurrentLocale switches languages correctly"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestGetCurrentLanguage","Test GetCurrentLanguage returns correct language based on LANGUAGE env"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","1","","I18nSuite","","","","TestGetLanguageCodeLC_MESSAGES","Test getLanguageCode with LC_MESSAGES env"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","1","","FilterSuite","","","","TestFilter","Test ReplaceMathExpressions() on a series of strings that contain arithmetic expression to filter from sentences (using EvalLib())"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestGetLanguageCodeLANG","Test getLanguageCode with LANG env"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestGetLanguageCodeLC_ALL","Test getLanguageCode with LC_ALL env"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","1","","EvalLibSuite","","","","TestEvalLib","Test EvalLib() on a series of strings that contain arithmetic expression"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","1","","HelpersSuite","","","","TestGetLocalePath","Check if getLocalePath() returns correct path"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","1","","FilterRegexSuite","","","","TestFilterRegex","Test ReplaceMathExpressionsRegex() on a series of strings that contain arithmetic expression to filter from sentences (using EvalLib())"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestT","Test T() returns correct translation for RU"
"passed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","I18nSuite","","","","TestNewLanguageFromString","Test NewLanguageFromString parses language codes"
"failed","Mon Aug 11 20:21:07 GMT 2025","Mon Aug 11 20:21:07 GMT 2025","0","","HelpersSuite","","","","TestIsLocaleDirExists","Check if locale dir exists"
