"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","1","","I18nSuite","","","","TestGetSupportedLanguages","Test GetSupportedLanguages returns at least 2 languages"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","FilterSuite","","","","TestFilter","Test ReplaceMathExpressions() on a series of strings that contain arithmetic expression to filter from sentences (using EvalLib())"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","1","","I18nSuite","","","","TestGetLanguageCodeLC_ALL","Test getLanguageCode with LC_ALL env"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","HelpersSuite","","","","TestGetPwdDirPathWithEmptyEnv","Check if getPwdDirPath() returns error when APPROOTDIR is empty"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","1","","EvalLibSuite","","","","TestEvalLib","Test EvalLib() on a series of strings that contain arithmetic expression"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestGetCurrentLanguage","Test GetCurrentLanguage returns correct language based on LANGUAGE env"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestGetLanguageCodeLC_MESSAGES","Test getLanguageCode with LC_MESSAGES env"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestNewLanguageFromString","Test NewLanguageFromString parses language codes"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestGetLanguageCodeLANGUAGE","Test getLanguageCode with LANGUAGE env"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","LanguageSuite","","","","TestLanguageT","Test Language.T() for EN and RU returns expected strings"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestGetLanguageCodeLANG","Test getLanguageCode with LANG env"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestInit","Test Init: loading environment, initializing translations and checking basic translations"
"skipped","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","1","","FilterRegexSuite","","","","[XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip][XSkip]TestFilterRegex","Test ReplaceMathExpressionsRegex() on a series of strings that contain arithmetic expression to filter from sentences (using EvalLib())"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","HelpersSuite","","","","TestIsLocaleDirExists","Check if locale dir exists"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","1","","LanguageSuite","","","","TestString","Test String() for LanguageCode EN and RU"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestSetCurrentLocale","Test SetCurrentLocale switches languages correctly"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","HelpersSuite","","","","TestGetPwdDirPath","Check if getPwdDirPath() returns correct root path"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","I18nSuite","","","","TestT","Test T() returns correct translation for RU"
"passed","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","HelpersSuite","","","","TestGetLocalePath","Check if getLocalePath() returns correct path"
"skipped","Wed Aug 13 10:03:28 GMT 2025","Wed Aug 13 10:03:28 GMT 2025","0","","EvalSuite","","","","TestEval",""
