"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test getLanguageCode()","Test getLanguageCode with LC_ALL env"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","HelpersSuite","","","","Test getPwdDirPath()","Check if getPwdDirPath() returns correct root path"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test NewLanguageFromString()","Test NewLanguageFromString parses language codes"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","LanguageSuite","","","","Test LanguageCode.String()","Test String() for LanguageCode EN and RU"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test GetCurrentLanguage()","Test GetCurrentLanguage returns correct language based on LANGUAGE env"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","1","","EvalLibSuite","","","","Test EvalLib() with tests for filters","Test EvalLib() with tests for filters paired with ReplaceMathExpressions()"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test getLanguageCode()","Test getLanguageCode with LC_MESSAGES env"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test SetCurrentLocale()","Test SetCurrentLocale switches languages correctly"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test GetSupportedLanguages()","Test GetSupportedLanguages returns at least 2 languages"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","1","","I18nSuite","","","","Test Init()","Test Init: loading environment, initializing translations and checking basic translations"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","HelpersSuite","","","","Test getLocalePath()","Check if getLocalePath() returns correct path"
"failed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","WriteFileSuite","","","","Test file writing","Test WriteFile() on a txt file."
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","HelpersSuite","","","","Test getPwdDirPath()","Check if getPwdDirPath() returns error when APPROOTDIR is empty"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","HelpersSuite","","","","Check locale dir","Check if locale dir exists"
"failed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","ReadFileSuite","","","","Test file reading","Test ReadFile() on a txt file."
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","EvalSuite","","","","Test Eval()","Test Eval() on a series of strings that contain arithmetic expression"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","FilterRegexSuite","","","","Test regex lib","Test github.com/GRbit/go-pcre lib with simple pattern and string"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test getLanguageCode()","Test getLanguageCode with LANG env"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","I18nSuite","","","","Test getLanguageCode()","Test getLanguageCode with LANGUAGE env"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","EvalSuite","","","","Test Eval() with tests for filters","Test Eval() with tests for filters paired with ReplaceMathExpressions()"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","1","","LanguageSuite","","","","Test Language.T()","Test Language.T() for EN and RU returns expected strings"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","1","","FilterRegexSuite","","","","Test regex filter","Test ReplaceMathExpressionsRegex() on a series of strings that contain arithmetic expression to filter from sentences (using EvalLib())"
"failed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","ReadZipFileSuite","","","","Test zip deciphering","Test ReadZipFile() on a zip archive containing data.txt"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","1","","I18nSuite","","","","Test i18n.T()","Test T() returns correct translation for RU"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","1","","EvalLibSuite","","","","Test EvalLib()","Test EvalLib() on a series of strings that contain arithmetic expression"
"passed","Fri Sep 05 18:21:35 GMT 2025","Fri Sep 05 18:21:35 GMT 2025","0","","FilterSuite","","","","Test filter","Test ReplaceMathExpressions() on a series of strings that contain arithmetic expression to filter from sentences (using EvalLib())"
